SKU,RRP
HPCF410X,167.73
HPCF410A,100.56
HPCF403X,119.03
HPCF403A,94.25
HPCF402X,119.03
HPCF402A,94.25
HPCF401X,119.03
HPCF401A,94.25
HPCF400XD,193.16
HPCF400X,107.31
HPCF400A,79.9
HPCF383A,144.28
HPCF382A,144.28
HPCF381A,144.28
HPCF380X,130.75
HPCF380A,107.76
HPCF373AM,230.43
HPCF372AM,386.65
HPCF371AM,214.26
HPCF370AM,379.82
HPCF363X,350.77
HPCF363A,227.25
HPCF362X,350.77
HPCF362A,227.25
HPCF361X,350.77
HPCF361A,227.25
HPCF360X,253.37
HPCF360A,181.23
HPCF353A,68.35
HPCF352A,68.35
HPCF351A,68.35
HPCF350A,66.28
HPCF341A,181.38
HPCF333A,444.56
HPCF332A,444.56
HPCF331A,444.56
HPCF330X,318.75
HPCF325X,339.04
HPCF323A,394.06
HPCF322A,394.06
HPCF321A,394.06
HPCF320A,242.58
HPCF303A,554.55
HPCF302A,554.55
HPCF301A,554.55
HPCF300A,124.45
HPCF294X,92.5
HPCF294A,51.14
HPCF289Y,333.7
HPCF289X,247.02
HPCF289A,161.11
HPCF287XD,616.78
HPCF287X,342.66
HPCF287A,253.39
HPCF283X,93.77
HPCF283AD,135.7
HPCF283A,75.38
HPCF281X,332.74
HPCF281A,201.1
HPCF280XD,374.51
HPCF280X,208.07
HPCF280A,120.86
HPCF279A,64.6
HPCF259X,237.94
HPCF259A,113.61
HPCF253XM,321.4
HPCF252XM,606.23
HPCF244A,53.56
HPCF237Y,434.29
HPCF237X,314.06
HPCF237A,202.85
HPCF230X,109.65
HPCF230A,73.44
HPCF226XD,417.14
HPCF226X,231.76
HPCF226A,135.25
HPCF217A,72.35
HPCF214X,262.42
HPCF214A,238.07
HPCF213A,100.55
HPCF212A,100.55
HPCF211A,100.55
HPCF210X,101.91
HPCF210A,80.28
HPCF032A,295.99
HPCF031A,295.99
HPCE743A,312.91
HPCE742A,312.91
HPCE741A,312.91
HPCE740A,177.65
HPCE505X,191.52
HPCE505D,187.92
HPCE505A,104.38
HPCE413A,140.69
HPCE412A,140.69
HPCE411A,140.69
HPCE410XD,206.18
HPCE410X,121.28
HPCE410A,98.74
HPCE403A,260.62
HPCE402A,260.62
HPCE401A,260.62
HPCE400X,235.35
HPCE400A,174.94
HPCE390XD,610.3
HPCE390X,339.04
HPCE390A,202.87
HPCE343A,508.58
HPCE342A,508.58
HPCE341A,508.58
HPCE340A,202.01
HPCE323A,79.35
HPCE322A,79.35
HPCE321A,79.35
HPCE320A,83.43
HPCE313A,67.19
HPCE312A,67.19
HPCE311A,67.19
HPCE310A,60.41
HPCE285AD,145.28
HPCE278AD,166.38
HPCE278A,92.43
HPCE273A,472.51
HPCE272A,472.51
HPCE271A,472.51
HPCE270A,290.35
HPCE263A,339.93
HPCE262A,339.93
HPCE261A,339.93
HPCE260X,296.67
HPCE260A,187.56
HPCE255XD,482.06
HPCE255X,267.82
HPCE255A,172.23
HPCE253A,312.4
HPCE252A,312.4
HPCE251A,312.4
HPCE250X,230.83
HPCE250A,159.11
HPCC533A,143.19
HPCC532A,143.19
HPCC531A,143.19
HPCC530A,145.29
HPCC364A,202.97
HPCB543A,85.36
HPCB542A,85.36
HPCB541A,85.36
HPCB540AD,167.13
HPCB540A,92.86
HPCB436AD,165.24
HPCB436A,91.81
HPCB435AD,143.81
HPCB435A,79.9
HPCB382A,342.34
HPC9733A,499.35
HPC9732A,499.35
HPC9731A,499.35
HPC9730A,356.1
HPC8543X,361.38
ESRW2073A,45.49
ESRW2072A,45.49
ESRW2071A,45.49
ESRW2070A,46.77
ESRW2033X,67.61
ESRW2033A,55.37
ESRW2032X,67.61
ESRW2032A,55.37
ESRW2031X,67.61
ESRW2031A,55.37
ESRW2030X,67.68
ESRW2030A,55.03
ESRW2003A,98.55
ESRW2002A,98.55
ESRW2001A,98.55
ESRW2000A,100.09
ESRTN6300,15.19
ESRTN423Y,42.59
ESRTN423M,42.59
ESRTN423C,42.59
ESRTN423BK,42.6
ESRTN421Y,47.1
ESRTN421M,47.1
ESRTN421C,47.1
ESRTN421BK,47.1
ESRTN4100,17.08
ESRTN3512,37.95
ESRTN3480,35.07
ESRTN3430,30.91
ESRTN3380,24.32
ESRTN3330,25.17
ESRTN3280,19.92
ESRTN326Y,31.21
ESRTN326M,31.21
ESRTN326C,31.21
ESRTN326BK,24.64
ESRTN325Y,24.64
ESRTN325M,24.64
ESRTN325C,24.64
ESRTN325BK,24.64
ESRTN3230,18.2
ESRTN321Y,22.2
ESRTN321M,22.2
ESRTN321C,22.2
ESRTN321BK,19.42
ESRTN320Y,18.91
ESRTN320M,18.91
ESRTN320C,18.91
ESRTN320BK,17.21
ESRTN3170,17.72
ESRTN3060,16.24
ESRTN247Y,36.88
ESRTN247M,36.88
ESRTN247C,36.88
ESRTN247BK,36.9
ESRTN245Y,32.49
ESRTN245M,32.49
ESRTN245C,32.49
ESRTN243Y,37.62
ESRTN243M,37.62
ESRTN243C,37.62
ESRTN2420,42.36
ESRTN241BK,31.85
ESRTN2320,31.19
ESRTN2220,20.33
ESRTN2210,17.72
ESRTN2120,16.24
ESRTN2110,15.04
ESRTN2005,15.6
ESRTN2000,15.6
ESRTN1050,19.95
ESRTK590Y,38.99
ESRTK590M,38.99
ESRTK590K,39.4
ESRTK590C,38.99
ESRTK5240Y,30.55
ESRTK5240M,30.55
ESRTK5240K,32.38
ESRTK5240C,30.55
ESRTK5230Y,40.29
ESRTK5230M,40.29
ESRTK5230K,42.52
ESRTK5230C,40.29
ESRTK3190,27.76
ESRTK3160,43.79
ESRTK3100,26
ESRTK130,20.58
ESRTK1160,29.41
ESRTK1150,23.81
ESRTK1130,21.73
ESRT650H21E,83.16
ESRSV023A,67.77
ESRSV003A,28.9
ESRSU963A,28.6
ESRSU916A,50.62
ESRSU897A,46.38
ESRSU885A,47.59
ESRSU828A,42.66
ESRSU810A,28.6
ESRSU758A,32.49
ESRSU737A,30.37
ESRSU696A,33.8
ESRSU515A,44.18
ESRSU512A,42.31
ESRSU502A,31.33
ESRSU491A,66.18
ESRSU348A,47.82
ESRSU322A,40.28
ESRSU305A,44.18
ESRSU302A,42.31
ESRSU292A,31.23
ESRSU281A,66.99
ESRSU171A,44.18
ESRSU158A,33.1
ESRSU147A,74.06
ESRSU128A,25.73
ESRSU118A,32.38
ESRSU055A,40.28
ESRSU038A,44.18
ESRSU035A,42.31
ESRSU025A,31.32
ESRSU014A,64.37
ESRSS742A,76.17
ESRSS735A,105.95
ESRSS728A,154.52
ESRSS649A,67.7
ESRSS642A,105.95
ESRSS635A,154.52
ESRSS607A,46.65
ESRSS600A,51.44
ESRSS593A,122.08
ESRSS567A,76.17
ESRSS560A,105.95
ESRSS553A,154.52
ESRQ7553X,22.54
ESRQ7553A,17.35
ESRQ7551X,30.06
ESRQ7551A,24.04
ESRQ6511A,25.84
ESRQ6473A,31.14
ESRQ6472A,31.14
ESRQ6471A,31.14
ESRQ6470A,29.48
ESRQ5949X,20.8
ESRQ5949A,15.6
ESRQ5945A,40.61
ESRQ5942X,36.71
ESRQ2613X,18.2
ESRQ2612A,12.85
ESRQ2610A,24.21
ESRFX10,13.9
ESRE460X21E,24.14
ESRCF543X,46.13
ESRCF543A,45.44
ESRCF542X,46.13
ESRCF542A,45.44
ESRCF541X,46.13
ESRCF541A,45.44
ESRCF540X,46.33
ESRCF540A,42.84
ESRCF453A,93.79
ESRCF452A,93.79
ESRCF451A,93.79
ESRCF450A,93.79
ESRCF413X,54.49
ESRCF413A,39.63
ESRCF412X,54.49
ESRCF412A,39.63
ESRCF411X,54.49
ESRCF411A,39.63
ESRCF410X,57.88
ESRCF410A,39.63
ESRCF403X,36.04
ESRCF403A,32.47
ESRCF402X,36.04
ESRCF402A,32.47
ESRCF401X,36.04
ESRCF401A,32.47
ESRCF400X,36.04
ESRCF383A,24.64
ESRCF382A,24.64
ESRCF381A,24.64
ESRCF380X,27.36
ESRCF370AM,65.51
ESRCF363X,74.83
ESRCF363A,63.45
ESRCF362X,76.01
ESRCF362A,63.45
ESRCF361X,76.01
ESRCF361A,63.45
ESRCF360X,77.5
ESRCF360A,63.45
ESRCF353A,30.8
ESRCF352A,30.8
ESRCF351A,30.8
ESRCF350A,30.8
ESRCF325X,87.09
ESRCF320X,58.11
ESRCF303A,71.85
ESRCF302A,71.85
ESRCF301A,71.85
ESRCF300A,54.89
ESRCF294X,50.51
ESRCF294A,43.2
ESRCF289Y,94.75
ESRCF289X,87.02
ESRCF287X,80.67
ESRCF287A,57.08
ESRCF283X,36.72
ESRCF283A,22.54
ESRCF281X,52.26
ESRCF281A,36.95
ESRCF280X,29.43
ESRCF280A,22.3
ESRCF279A,31.56
ESRCF259X,111.93
ESRCF259A,76.23
ESRCF244A,45.49
ESRCF237Y,136.26
ESRCF237X,145.96
ESRCF237A,82.68
ESRCF232A,46.35
ESRCF230A,34.52
ESRCF226X,64.65
ESRCF226A,50.06
ESRCF217A,44.39
ESRCF214X,50.79
ESRCF213A,23.58
ESRCF212A,23.58
ESRCF211A,22.48
ESRCF210X,24.16
ESRCF210A,22.18
ESRCF033A,38
ESRCF032A,37.2
ESRCF031A,38.86
ESRCE743A,57.2
ESRCE742A,57.2
ESRCE741A,57.2
ESRCE740A,51.67
ESRCE505X,22.79
ESRCE505A,18.98
ESRCE413A,24.01
ESRCE412A,24.01
ESRCE411A,24.01
ESRCE410X,28.63
ESRCE410A,26.17
ESRCE403A,35.91
ESRCE402A,35.91
ESRCE401A,35.91
ESRCE400X,39.33
ESRCE400A,38.15
ESRCE390X,48.54
ESRCE390A,39
ESRCE343A,75.25
ESRCE342A,75.25
ESRCE341A,75.25
ESRCE340A,76.68
ESRCE323A,19.61
ESRCE322A,19.61
ESRCE321A,19.61
ESRCE320A,19.61
ESRCE313A,27.89
ESRCE312A,27.89
ESRCE311A,27.89
ESRCE310A,21.69
ESRCE285AD,32.93
ESRCE285A,18.73
ESRCE278AD,36.68
ESRCE278A,20.89
ESRCE264X,42.21
ESRCE263A,44.3
ESRCE262A,44.3
ESRCE261A,44.3
ESRCE260X,44.25
ESRCE260A,36.71
ESRCE255X,35.43
ESRCE255A,27.86
ESRCE253A,42.66
ESRCE252A,42.66
ESRCE251A,42.66
ESRCE250X,42.66
ESRCE250A,33.47
ESRCC533A,34.64
ESRCC532A,34.64
ESRCC531A,34.64
ESRCC530A,34.64
ESRCC364X,48.2
ESRCC364A,37.02
ESRCB542A,19.4
ESRCB436A,16.09
ESRCB435A,17
ESRCB390A,53.17
ESRC9733A,60.97
ESRC9732A,60.97
ESRC9731A,60.97
ESRC9730A,60.97
ESRC9723A,32.35
ESRC9722A,32.35
ESRC9721A,32.35
ESRC9720A,32.35
ESRC8543X,65.34
ESRC7115X,17.56
ESRC3903A,14.87
ESR728,20.33
ESR60F2H00,40.81
ESR52D2000,41.97
ESR51B2H00,58.28
ESR51B2000,43.51
ESR50F2U00,52
ESR50F0HA0,35.41
ESR45807111,33.05
ESR45807106,26.28
ESR44973508,24.57
ESR44469724,22.58
ESR44469723,22.58
ESR44469722,21.88
ESR24B6186,56.57
ESR24B6035,64.23
EPS050709,95.4
EPS050691,181.83
EPS050690,95.58
EPS050630,107.98
EPS050629,105.63
EPS050628,105.63
EPS050627,105.63
CAIRC5045Y,83.57
CAIRC5045M,83.57
CAIRC5045K,65.3
CAIRC5045C,82.24
CAIRC5030Y,95.05
CAIRC5030M,95.05
CAIRC5030K,58.74
CAIRC5030C,95.05
CAIRC2030Y,59.44
CAIRC2030M,57.05
CAIRC2030K,34.99
CAIRC2030C,47.52
CAIRC1021Y,52.79
CAIRC1021M,46.2
CAIRC1021K,110.36
CAIRC1021C,52.81
CAIR2880,38.95
CAIR2520,46.2
CAIR2270,44.88
CAIR2020SINGLE,28.83
CAIR1600,41.47
CAIR1200,23.69
CAIR1133,125.12
CAIR1018,48.26
CAFX10,63.95
CAEXV54Y,81.83
CAEXV54M,81.83
CAEXV54C,81.83
CAEXV54BK,58.09
CAEXV52Y,250.81
CAEXV52M,170.28
CAEXV52C,158.41
CAEXV52BK,100.32
CAEXV51Y,261.37
CAEXV51M,250.81
CAEXV51C,250.81
CAEXV51BK,137.28
CAEXV49Y,98.55
CAEXV49M,100.32
CAEXV49C,98.55
CAEXV49BK,71.29
CAEXV48Y,86.86
CAEXV48M,82.11
CAEXV48C,82.11
CAEXV48BK,47.52
CAEXV47Y,76.57
CAEXV47M,76.57
CAEXV47C,76.57
CAEXV47BK,40.8
CAEXV43BK,53.47
CACRG719H,139.03
CACRG719,77.41
CACRG064Y,171.35
CACRG064M,171.35
CACRG064C,171.35
CACRG064BK,136.67
CACRG057HBK,193.84
CACRG057BK,102.8
CACRG055Y,89.45
CACRG055M,89.45
CACRG055HY,192.58
CACRG055HM,192.58
CACRG055HC,192.58
CACRG055HBK,140.07
CACRG055C,89.45
CACRG055BK,74.41
CACRG054Y,61.7
CACRG054M,61.7
CACRG054HY,89
CACRG054HM,89
CACRG054HC,89
CACRG054HBK,89
CACRG054C,61.7
CACRG054BK,65.65
CACRG052H,193.84
CACRG051HBK,96.92
CACRG047BK,61.68
CACRG046Y,98.04
CACRG046M,98.04
CACRG046HY,169.53
CACRG046HM,169.53
CACRG046HC,169.53
CACRG046HBK,122.7
CACRG046C,98.04
CACRG046BK,72.51
CACRG045Y,66.96
CACRG045M,66.96
CACRG045HY,87.54
CACRG045HM,87.54
CACRG045HC,87.54
CACRG045HBK,83.9
CACRG045C,66.96
CACRG045BK,62.01
CA737,77.63
CA732Y,193.16
CA731Y,65.14
CA731M,65.14
CA731HBK,71.96
CA731C,65.14
CA731BK,56.17
CA729Y,52.18
CA729M,52.18
CA729K,44.17
CA729C,52.18
CA728,70.36
CA726,72.17
CA725,62.17
CA718Y,110.07
CA718M,110.07
CA718C,110.07
CA718BKVP,174.22
CA718BK,111.23
CA716Y,64.33
CA716M,64.33
CA716C,64.33
CA716BK,69.34
CA712,59.36
CA703,63.9
BRTN910Y,268.09
BRTN910M,268.09
BRTN910C,268.09
BRTN910BK,104.58
BRTN900Y,161.45
BRTN900M,161.45
BRTN900C,161.45
BRTN900BK,75.57
BRTN6600,113.4
BRTN6300,81.03
BRTN426Y,215.14
BRTN426M,215.14
BRTN426C,215.14
BRTN426BK,115.95
BRTN423Y,144.72
BRTN423M,144.72
BRTN423C,144.72
BRTN423BK,106.92
BRTN421Y,81.91
BRTN421M,81.91
BRTN421C,81.91
BRTN421BK,93.11
BRTN3520,176.55
BRTN3512,141.25
BRTN3480,125.3
BRTN3430,78.78
BRTN3390,135.86
BRTN3380TWIN,241.11
BRTN3380,118.3
BRTN3330,75.07
BRTN329Y,189.01
BRTN329M,189.01
BRTN329C,189.01
BRTN329BK,84.01
BRTN328Y,179.21
BRTN328M,179.21
BRTN328C,179.21
BRTN328BK,81.16
BRTN3280,123.27
BRTN326Y,132.27
BRTN326M,132.27
BRTN326C,132.27
BRTN326BK,64.12
BRTN325Y,131.88
BRTN325M,131.88
BRTN325C,131.88
BRTN325BK,63.13
BRTN3230,75.77
BRTN321Y,86.46
BRTN321M,86.46
BRTN321C,78.6
BRTN321BK,64.92
BRTN320Y,74.66
BRTN320M,74.66
BRTN320C,74.66
BRTN320BK,55.12
BRTN3170,112.83
BRTN3130,85.58
BRTN3030,81.12
BRTN247Y,93.65
BRTN247M,93.65
BRTN247C,93.65
BRTN247BKTWIN,154.64
BRTN247BK,80.85
BRTN245Y,89.05
BRTN245M,89.05
BRTN245C,89.05
BRTN243Y,51.55
BRTN243M,51.55
BRTN243CMYK,171.82
BRTN243C,51.55
BRTN243BK,47.25
BRTN2420TWIN,133.8
BRTN2420,74.34
BRTN241Y,62.8
BRTN241M,62.8
BRTN241CMY,169.57
BRTN241C,62.8
BRTN241BKTWIN,114
BRTN241BK,63.34
BRTN2410,41.68
BRTN2320TWIN,115.98
BRTN2320,64.43
BRTN2310,41.68
BRTN230Y,64.25
BRTN230M,64.25
BRTN230C,64.25
BRTN230BK,66.5
BRTN2220,61.78
BRTN2210,39.97
BRTN2120,69.06
BRTN2110,47.25
BRTN2010,34.44
BRTN2005,51.53
BRTN2000,74
BRTN130C,79.52
BRTN1050,39.58
KYTK5280K,180.75
